53	-72
39	-92
30	-106
27	-122
16	-143
3	-161
-17	-175
-18	-183
-34	-194
-42	-208
-53	-220
-79	-228
-82	-245
-96	-262
-109	-272
-122	-291
-129	-304
-138	-313
-153	-328
-156	-349
-167	-366
-181	-374
-194	-386
-196	-403
-204	-417
-216	-418
-224	-431
-242	-445
-249	-449
-247	-461
-256	-475
-275	-486
-280	-495
-284	-507
-294	-514
-299	-526
-309	-535
-318	-540
-320	-545
-323	-549
-330	-562
-331	-568
-331	-572
-337	-582
-339	-591
-351	-597
-357	-597
-345	-595
-354	-591
-352	-586
-333	-582
-330	-573
-330	-565
-318	-560
-310	-547
-313	-536
-304	-520
-297	-504
-291	-489
-288	-460
-279	-444
-269	-427
-271	-389
-259	-359
-251	-333
-235	-301
-217	-267
-211	-232
-199	-199
-195	-160
-179	-122
-159	-88
-150	-59
-132	-32
-117	-1
-103	19
-94	39
-75	65
-62	89
-53	114
-37	136
-24	158
-10	171
-6	194
-4	216
5	233
12	269
16	301
17	332
22	369
30	403
28	439
32	467
30	492
35	529
46	551
44	575
45	605
50	625
59	650
72	671
81	684
73	715
82	732
86	731
81	754
91	761
87	766
86	784
87	790
83	798
88	800
96	814
98	827
97	821
100	827
106	833
97	838
103	845
100	850
97	861
108	870
99	883
104	889
111	891
108	900
114	902
115	907
122	912
131	912
127	919
135	928
140	935
143	935
152	939
150	953
153	958
153	959
162	970
169	973
167	978
165	989
165	987
175	990
172	995
178	994
183	999
170	996
183	996
181	996
171	985
186	986
184	989
183	988
189	989
185	987
185	982
196	974
194	968
190	967
191	957
190	950
183	945
181	937
189	933
180	918
180	906
187	897
171	882
165	868
171	846
160	821
166	801
161	783
141	761
132	745
120	731
107	705
94	672
93	641
89	605
87	561
75	513
65	478
54	444
43	409
38	380
19	347
5	311
-4	267
-8	229
-28	191
-47	144
-53	104
-58	60
-61	22
-74	-14
-87	-52
-103	-91
-117	-134
-135	-169
-150	-207
-154	-242
-157	-273
-167	-315
-182	-356
-191	-388
-203	-415
-216	-452
-232	-484
-240	-516
-249	-559
-257	-587
-262	-613
-274	-637
-284	-657
-299	-684
-315	-698
-315	-716
-326	-748
-331	-767
-337	-783
-346	-804
-352	-813
-368	-831
-366	-853
-379	-864
-388	-882
-394	-898
-406	-922
-410	-938
-422	-949
-419	-971
-422	-976
-432	-994
-440	-1008
-446	-1016
-451	-1034
-460	-1045
-464	-1060
-466	-1074
-469	-1091
-471	-1106
-488	-1120
-498	-1124
-493	-1140
-496	-1150
-488	-1149
-492	-1161
-497	-1167
-498	-1168
-487	-1169
-479	-1162
-484	-1158
-471	-1152
-464	-1140
-462	-1130
-455	-1112
-435	-1094
-431	-1068
-424	-1047
-400	-1024
-400	-990
-391	-970
-378	-940
-372	-910
-355	-887
-337	-870
-326	-842
-316	-817
-305	-795
-285	-762
-274	-742
-261	-710
-249	-687
-238	-667
-219	-637
-209	-621
-191	-598
-180	-563
-171	-539
-159	-511
-150	-482
-137	-463
-128	-432
-110	-407
-93	-385
-85	-358
-70	-343
-49	-318
-35	-283
-29	-269
-8	-247
1	-218
12	-202
28	-175
37	-160
62	-141
71	-114
83	-98
102	-67
102	-41
113	-28
128	-11
136	12
151	27
161	47
168	70
180	90
177	116
183	144
189	177
185	202
195	224
196	240
196	257
201	277
204	284
206	299
212	317
217	330
216	350
221	373
218	394
221	401
223	417
225	432
232	433
232	438
232	442
232	458
230	470
234	472
236	479
237	484
242	497
239	503
242	507
245	518
238	527
244	545
238	557
237	558
245	563
243	566
245	568
246	578
239	583
242	581
244	581
246	583
247	582
246	582
254	585
253	587
249	589
251	592
256	593
259	595
254	597
256	593
266	594
257	597
260	598
253	600
245	589
255	585
252	580
259	569
254	566
256	555
255	546
250	539
248	531
243	517
235	495
227	480
222	461
213	435
209	413
200	391
194	357
194	332
192	302
185	273
173	249
165	212
156	182
141	143
138	102
130	73
117	40
108	7
92	-21
86	-51
80	-93
72	-128
56	-153
42	-176
35	-201
19	-225
4	-246
-14	-273
-26	-290
-36	-311
-48	-342
-60	-353
-69	-361
-73	-372
-97	-381
-110	-389
-126	-393
-145	-404
-156	-415
-174	-419
-183	-425
-191	-429
-204	-435
-220	-455
-235	-467
-240	-488
-241	-514
-252	-528
-258	-534
-261	-545
-272	-560
-292	-566
-298	-583
-296	-597
-318	-604
-322	-617
-322	-631
-331	-640
-338	-646
-350	-667
-349	-679
-357	-693
-363	-704
-360	-715
-367	-731
-362	-736
-368	-755
-378	-766
-374	-783
-381	-801
-379	-804
-382	-819
-387	-826
-379	-835
-379	-835
-379	-844
-383	-852
-382	-851
-379	-857
-372	-851
-364	-851
-360	-841
-346	-818
-349	-802
-344	-785
-332	-768
-325	-753
-304	-740
-299	-725
-287	-702
-274	-677
-272	-663
-251	-646
-241	-624
-236	-611
-221	-598
-212	-581
-196	-558
-174	-540
-172	-516
-166	-486
-148	-476
-146	-453
-129	-431
-114	-409
-105	-384
-93	-372
-89	-351
-72	-334
-54	-315
-49	-298
-35	-276
-21	-260
-11	-243
5	-216
6	-206
13	-188
35	-162
44	-140
54	-120
60	-102
68	-83
86	-68
100	-53
102	-30
115	-17
136	-9
149	9
167	27
177	43
189	56
203	77
211	98
221	110
232	117
244	124
253	135
259	148
266	161
272	171
275	190
277	208
280	216
280	235
280	254
283	263
282	283
278	304
285	325
284	334
285	346
290	365
276	376
289	395
284	413
275	429
279	448
272	460
276	471
265	484
271	506
271	524
262	534
266	550
258	562
254	569
264	583
262	597
255	608
262	617
261	630
258	641
255	642
254	661
253	670
254	676
254	691
248	688
253	689
258	699
256	704
252	711
257	712
262	717
265	720
269	723
267	735
274	735
278	738
281	737
285	734
285	737
287	740
282	741
283	738
295	741
290	739
288	740
281	734
279	732
285	733
278	726
289	732
287	728
278	728
281	729
281	721
279	723
274	714
277	710
272	707
269	695
266	684
263	678
260	670
249	656
253	646
248	637
239	632
230	610
222	580
217	567
210	540
200	511
190	482
185	447
176	408
169	370
165	334
155	298
144	262
135	227
123	188
117	143
114	112
99	79
82	45
70	19
65	-9
67	-28
52	-51
34	-76
30	-93
17	-117
8	-136
8	-162
-6	-187
-17	-199
-30	-224
-41	-239
-47	-261
-68	-291
-85	-303
-92	-326
-99	-344
-123	-357
-128	-383
-136	-393
-144	-408
-143	-429
-153	-438
-166	-455
-175	-477
-182	-493
-191	-501
-200	-515
-213	-537
-217	-546
-221	-558
-229	-579
-236	-584
-245	-596
-252	-617
-257	-629
-266	-645
-271	-664
-271	-679
-277	-687
-286	-696
-281	-708
-294	-711
-307	-711
-300	-720
-306	-730
-316	-736
-326	-740
-325	-753
-332	-764
-335	-769
-339	-780
-342	-789
-340	-799
-343	-806
-339	-820
-356	-834
-359	-842
-356	-847
-363	-848
-360	-852
-361	-850
-361	-849
-361	-852
-358	-845
-355	-842
-355	-838
-351	-831
-350	-817
-345	-798
-338	-784
-330	-769
-323	-758
-322	-748
-315	-734
-302	-718
-298	-700
-298	-685
-290	-664
-285	-641
-272	-621
-255	-592
-255	-574
-237	-554
-222	-529
-214	-506
-210	-473
-202	-437
-183	-401
-179	-355
-161	-307
-152	-274
-145	-237
-127	-212
-127	-192
-115	-162
-93	-144
-74	-127
-63	-101
-49	-77
-33	-58
-31	-40
-18	-24
-5	-13
9	7
23	26
25	47
32	73
46	95
51	116
60	140
70	155
79	163
91	180
91	192
103	202
112	208
116	219
123	239
123	251
131	260
140	268
150	282
154	288
149	288
153	291
159	288
155	291
155	291
159	290
162	293
172	300
171	314
166	321
170	331
177	347
170	351
163	361
178	372
191	376
189	387
191	393
192	396
189	409
203	422
208	420
209	425
213	423
206	419
213	418
224	414
224	416
225	415
225	421
229	427
234	427
234	429
240	436
242	439
248	437
257	440
255	441
256	443
258	440
259	441
258	448
259	446
257	451
253	458
259	458
266	460
262	460
263	461
267	459
262	454
261	450
263	443
255	435
257	426
253	416
241	398
239	384
231	373
233	349
222	326
211	311
212	286
201	265
186	246
181	223
175	211
159	181
156	148
148	131
129	105
120	85
107	63
99	42
93	30
84	3
72	-15
57	-32
58	-68
40	-88
32	-101
32	-126
15	-138
8	-153
2	-172
-11	-190
-20	-213
-31	-227
-44	-252
-51	-278
-69	-294
-79	-309
-82	-330
-95	-343
-106	-361
-115	-379
-128	-396
-130	-414
-137	-421
-149	-435
-156	-454
-169	-471
-180	-481
-185	-490
-187	-508
-196	-519
-203	-525
-207	-541
-214	-555
-221	-565
-225	-577
-234	-588
-238	-597
-245	-608
-254	-623
-250	-637
-262	-648
-270	-660
-268	-673
-271	-681
-281	-688
-286	-692
-285	-699
-287	-702
-288	-698
-296	-701
-290	-706
-288	-705
-293	-698
-286	-692
-271	-677
-268	-662
-269	-652
-254	-636
-249	-616
-250	-598
-235	-591
-225	-578
-220	-568
-209	-551
-203	-519
-190	-495
-186	-474
-182	-450
-177	-431
-169	-416
-156	-402
-152	-379
-144	-362
-134	-345
-122	-319
-115	-298
-102	-274
-90	-251
-88	-236
-72	-214
-54	-191
-46	-167
-39	-153
-26	-143
-15	-117
-7	-101
7	-90
13	-62
23	-52
42	-37
41	-11
50	7
55	25
62	53
85	76
87	93
95	121
101	138
110	162
122	184
119	207
129	230
138	241
136	268
150	290
160	312
163	341
172	366
182	392
186	414
188	433
198	446
202	469
204	497
212	511
210	530
212	543
216	548
221	556
220	558
221	565
230	573
227	580
225	586
228	594
221	608
229	617
247	625
240	640
233	659
239	669
237	680
232	692
241	703
241	714
241	718
252	733
244	744
238	746
245	756
242	766
242	778
250	792
242	818
242	833
249	841
245	859
241	864
242	874
241	888
239	891
241	894
240	900
244	910
236	915
238	917
237	917
240	917
243	924
233	932
249	934
245	934
237	942
242	947
247	951
252	958
248	955
252	957
252	957
249	950
252	950
253	949
256	942
249	935
250	928
254	924
247	919
241	912
248	907
248	898
241	887
244	874
240	862
240	851
238	834
231	800
224	775
226	750
223	713
209	692
201	661
191	631
189	602
184	565
171	535
161	508
145	471
143	437
139	414
127	385
117	356
112	323
105	292
82	266
75	231
71	192
60	164
51	135
37	106
29	77
19	48
4	22
-0	-12
-12	-42
-29	-68
-32	-90
-35	-117
-39	-142
-49	-160
-57	-183
-64	-197
-78	-219
-87	-246
-89	-263
-95	-283
-111	-300
-119	-313
-121	-330
-141	-347
-147	-363
-153	-380
-170	-400
-172	-419
-182	-441
-190	-464
-197	-476
-209	-501
-210	-516
-219	-524
-229	-544
-230	-555
-240	-564
-250	-584
-258	-594
-258	-607
-264	-622
-272	-637
-274	-652
-286	-660
-291	-673
-290	-683
-298	-690
-302	-693
-308	-707
-310	-718
-312	-719
-316	-722
-324	-727
-333	-739
-330	-739
-342	-739
-342	-740
-333	-740
-342	-747
-352	-750
-350	-754
-339	-754
-340	-749
-342	-750
-335	-752
-332	-749
-330	-738
-323	-729
-320	-725
-321	-715
-316	-697
-311	-675
-297	-658
-294	-646
-294	-623
-273	-598
-264	-585
-255	-567
-249	-548
-241	-529
-229	-504
-230	-474
-219	-444
-211	-414
-204	-384
-183	-359
-177	-336
-162	-319
-148	-299
-145	-281
-125	-265
-115	-240
-110	-227
-91	-208
-82	-183
-73	-169
-64	-144
-52	-129
-31	-112
-23	-90
-15	-79
-5	-66
-3	-42
7	-26
23	-14
31	9
40	23
49	39
56	60
69	78
74	93
80	97
97	111
109	133
115	146
126	163
130	182
139	194
158	206
162	216
165	233
172	244
171	271
175	299
177	310
169	331
179	345
184	356
184	369
192	382
186	393
184	408
188	424
186	431
186	448
184	465
182	480
184	493
189	497
188	514
185	528
184	535
185	545
189	556
190	564
188	569
191	587
191	597
193	600
187	610
182	620
182	633
185	642
196	648
193	649
193	653
191	662
190	667
196	674
188	675
190	674
187	684
191	697
198	696
194	696
195	695
202	698
200	707
194	710
208	712
213	713
215	719
225	728
217	731
223	734
224	728
223	722
230	720
223	706
229	702
227	694
219	677
224	655
209	640
206	627
209	595
202	573
192	548
181	514
183	485
177	447
163	409
155	370
152	334
140	297
130	262
132	233
121	196
105	157
97	128
93	102
81	71
71	45
69	10
51	-16
43	-39
37	-76
20	-96
5	-117
-7	-142
-15	-164
-25	-188
-36	-212
-38	-233
-57	-259
-71	-291
-70	-316
-85	-341
-95	-358
-105	-384
-114	-407
-121	-419
-141	-444
-143	-459
-142	-478
-155	-507
-155	-522
-161	-539
-176	-561
-173	-577
-182	-598
-191	-620
-189	-635
-199	-646
-210	-659
-219	-684
-225	-700
-230	-710
-244	-734
-246	-741
-256	-757
-270	-775
-264	-781
-278	-795
-285	-800
-287	-804
-298	-811
-298	-822
-309	-832
-309	-837
-311	-849
-315	-854
-309	-858
-314	-872
-325	-876
-328	-875
-323	-874
-330	-874
-328	-880
-331	-882
-337	-883
-331	-874
-338	-865
-336	-850
-322	-829
-326	-820
-319	-804
-306	-795
-301	-786
-294	-770
-295	-758
-285	-737
-275	-717
-275	-705
-270	-681
-263	-652
-256	-631
-251	-613
-242	-596
-231	-574
-218	-557
-213	-543
-201	-517
-190	-497
-183	-475
-180	-449
-176	-430
-157	-414
-140	-390
-132	-368
-127	-355
-116	-340
-108	-324
-95	-303
-86	-287
-80	-270
-70	-245
-67	-228
-56	-210
-38	-191
-30	-176
-26	-154
-17	-135
-7	-110
1	-95
10	-79
18	-54
22	-43
30	-21
28	1
38	11
50	30
54	49
63	66
68	84
69	106
72	124
76	134
78	145
87	152
92	165
93	175
99	179
110	184
116	200
124	219
131	227
134	251
151	265
152	274
161	293
172	309
167	325
176	333
174	347
182	370
182	391
177	414
184	426
174	434
181	454
187	467
181	485
177	508
178	527
182	536
180	551
185	566
183	577
185	597
187	608
179	619
187	637
190	644
189	654
189	668
192	674
194	686
197	695
197	699
195	706
204	709
205	713
204	719
207	719
205	723
207	726
206	727
213	736
209	741
205	742
209	742
203	747
208	750
214	748
213	748
214	748
210	745
211	740
213	737
210	730
212	728
217	720
221	714
218	707
211	696
208	684
212	665
210	645
199	623
191	595
182	578
176	559
172	527
162	512
157	485
149	444
140	419
132	388
121	357
121	322
111	285
100	256
88	220
73	188
67	158
53	131
44	105
37	74
21	48
18	16
9	-13
-6	-47
-11	-71
-34	-95
-42	-127
-43	-147
-54	-178
-72	-200
-86	-224
-91	-259
-93	-278
-95	-297
-109	-318
-119	-345
-130	-365
-133	-386
-137	-408
-143	-428
-156	-460
-171	-477
-175	-495
-183	-513
-182	-521
-190	-540
-190	-552
-192	-562
-207	-579
-207	-592
-213	-610
-219	-627
-226	-646
-223	-657
-227	-664
-239	-678
-247	-687
-255	-693
-253	-706
-257	-720
-258	-727
-254	-743
-275	-756
-283	-761
-280	-771
-291	-776
-292	-787
-295	-784
-301	-791
-299	-802
-301	-803
-298	-812
-297	-812
-307	-814
-303	-815
-301	-811
-309	-809
-307	-805
-307	-799
-303	-789
-302	-780
-295	-774
-284	-765
-285	-756
-277	-740
-277	-723
-273	-712
-259	-693
-263	-682
-261	-674
-254	-657
-253	-645
-240	-628
-232	-609
-225	-588
-206	-572
-199	-547
-189	-520
-179	-503
-174	-482
-167	-462
-156	-447
-133	-423
-125	-396
-123	-376
-112	-346
-94	-320
-90	-304
-83	-281
-73	-260
-70	-252
-64	-231
-53	-209
-32	-195
-34	-171
-22	-153
-8	-134
-8	-112
4	-84
2	-68
16	-57
28	-37
27	-22
40	-6
46	4
57	21
66	36
67	47
78	66
76	83
83	95
90	114
93	139
103	165
108	194
109	212
107	236
112	259
111	273
117	299
117	314
115	340
118	370
124	391
129	415
132	439
145	459
148	477
154	497
163	503
164	515
165	530
172	541
175	563
174	568
186	578
189	603
187	608
190	615
195	634
201	642
200	645
200	656
210	667
210	681
209	697
218	712
215	732
218	748
221	764
215	773
218	781
223	792
217	799
222	801
230	807
237	815
237	818
234	819
234	824
232	829
234	833
233	842
243	841
245	844
230	846
241	847
241	861
230	860
240	863
232	868
225	864
237	863
226	865
229	858
231	856
225	854
234	840
224	833
222	824
220	813
223	804
231	796
219	789
223	781
215	771
206	752
208	729
199	702
192	675
187	647
185	626
173	608
160	583
155	557
138	526
131	493
131	461
114	427
98	389
90	353
87	325
84	297
67	267
59	238
47	208
35	176
28	139
16	101
6	71
-6	36
-12	-2
-16	-29
-32	-59
-45	-93
-52	-124
-59	-152
-63	-174
-72	-200
-84	-221
-98	-247
-105	-265
-110	-286
-121	-320
-128	-340
-137	-364
-148	-391
-156	-419
-164	-435
-168	-453
-175	-481
-188	-498
-192	-526
-202	-542
-206	-557
-210	-577
-220	-590
-224	-615
-227	-620
-231	-638
-231	-656
-239	-664
-247	-688
-246	-709
-259	-718
-256	-723
-258	-743
-266	-750
-267	-757
-276	-774
-277	-784
-283	-799
-290	-810
-295	-816
-302	-826
-303	-836
-304	-847
-313	-847
-315	-848
-309	-855
-313	-854
-322	-860
-313	-864
-312	-866
-320	-866
-311	-859
-310	-856
-316	-851
-311	-842
-298	-838
-294	-822
-298	-811
-290	-798
-281	-778
-282	-769
-279	-751
-270	-738
-262	-724
-262	-700
-253	-689
-244	-673
-243	-657
-239	-642
-225	-617
-208	-595
-199	-581
-186	-553
-167	-529
-157	-507
-146	-479
-141	-467
-132	-446
-116	-414
-107	-392
-85	-377
-82	-351
-75	-329
-61	-313
-57	-289
-49	-272
-40	-261
-29	-240
-28	-215
-22	-203
-8	-180
-0	-152
13	-133
16	-119
19	-98
33	-86
44	-77
51	-62
59	-47
62	-30
70	-13
75	5
79	28
83	62
88	92
93	119
91	146
98	174
98	202
102	231
111	254
112	284
112	314
112	338
117	374
119	404
123	430
128	452
128	480
139	509
133	528
136	549
146	571
145	595
152	615
150	640
159	655
172	674
170	699
177	709
187	717
189	737
190	746
197	758
196	776
198	783
205	805
199	835
195	863
194	902
189	916
201	925
203	944
201	947
206	964
201	980
209	981
209	985
215	996
214	1002
211	998
227	1002
230	1008
231	1004
239	1011
231	1015
234	1018
243	1016
240	1013
238	1020
245	1023
243	1024
238	1023
240	1019
244	1014
242	1009
244	1001
248	998
243	995
243	981
245	968
242	956
236	948
233	932
228	908
214	887
215	868
212	834
199	805
202	789
198	769
187	750
181	726
169	704
164	680
155	643
156	606
158	576
138	536
133	505
121	471
110	430
111	401
99	359
91	315
89	279
82	243
72	205
58	174
47	142
36	106
32	76
27	51
5	25
-3	-5
-8	-36
-23	-63
-33	-86
-44	-115
-56	-140
-60	-164
-68	-187
-81	-207
-91	-228
-102	-252
-107	-269
-115	-293
-122	-313
-123	-330
-135	-357
-145	-382
-152	-404
-156	-427
-166	-461
-180	-482
-188	-498
-189	-525
-199	-546
-202	-565
-207	-588
-223	-603
-216	-618
-217	-642
-223	-661
-226	-672
-227	-683
-227	-700
-239	-714
-237	-734
-245	-750
-245	-766
-245	-783
-262	-794
-260	-810
-259	-822
-264	-839
-271	-847
-271	-858
-273	-877
-282	-880
-285	-884
-291	-893
-296	-898
-299	-899
-303	-899
-301	-900
-297	-908
-296	-913
-305	-912
-305	-911
-300	-907
-301	-906
-304	-899
-300	-894
-291	-890
-293	-880
-290	-872
-279	-861
-275	-847
-268	-829
-264	-808
-263	-793
-253	-779
-239	-761
-229	-738
-226	-723
-213	-699
-201	-672
-189	-659
-179	-637
-166	-606
-150	-577
-148	-560
-132	-539
-119	-511
-104	-496
-92	-471
-87	-447
-68	-425
-61	-400
-64	-372
-50	-349
-36	-321
-29	-303
-21	-294
-7	-266
3	-254
11	-236
12	-209
21	-201
36	-183
46	-159
54	-144
56	-133
69	-113
80	-97
90	-77
97	-64
87	-47
96	-22
97	-5
96	21
105	41
103	64
111	80
116	99
114	119
122	137
127	161
131	166
140	183
145	205
148	215
147	238
157	255
161	276
165	295
174	305
175	336
178	362
185	380
188	402
200	412
210	425
212	445
219	453
222	472
225	489
228	501
232	515
231	529
235	548
240	551
244	558
259	572
255	584
260	589
263	597
261	611
269	618
268	624
276	632
278	642
281	646
281	648
283	655
285	671
277	675
285	676
288	685
283	693
283	703
282	711
286	712
282	713
281	713
278	716
277	724
283	723
278	723
282	723
282	719
283	717
281	710
272	702
275	698
266	687
264	674
251	661
242	638
236	622
219	603
217	581
206	559
197	539
192	530
178	513
168	494
163	476
161	451
141	425
131	397
125	370
116	338
97	308
89	279
86	238
64	201
52	172
46	140
38	115
23	87
14	57
10	25
-3	-17
-16	-49
-31	-74
-40	-110
-49	-138
-65	-168
-71	-207
-78	-237
-93	-265
-102	-298
-106	-323
-121	-343
-127	-373
-129	-402
-137	-430
-146	-459
-167	-481
-172	-505
-175	-530
-187	-550
-191	-575
-206	-598
-208	-626
-214	-648
-220	-671
-225	-693
-243	-706
-252	-726
-253	-738
-255	-761
-260	-777
-267	-789
-275	-817
-278	-830
-286	-838
-285	-854
-285	-863
-288	-877
-292	-894
-295	-908
-293	-924
-293	-934
-298	-943
-307	-958
-311	-969
-315	-976
-313	-989
-314	-1004
-315	-1013
-320	-1025
-322	-1038
-318	-1044
-322	-1050
-322	-1059
-334	-1068
-335	-1069
-325	-1064
-329	-1070
-327	-1068
-326	-1067
-325	-1062
-322	-1055
-323	-1055
-322	-1043
-323	-1033
-316	-1023
-310	-1011
-307	-1002
-301	-992
-296	-980
-290	-960
-288	-950
-284	-933
-278	-914
-272	-899
-272	-883
-265	-861
-263	-843
-260	-824
-246	-794
-242	-776
-230	-751
-213	-726
-196	-698
-189	-668
-184	-638
-173	-613
-161	-594
-145	-565
-140	-541
-121	-514
-109	-490
-102	-467
-84	-444
-80	-421
-74	-400
-55	-373
-48	-349
-40	-338
-27	-310
-20	-290
-7	-273
2	-247
13	-231
18	-215
24	-190
36	-169
44	-150
57	-129
64	-101
70	-84
84	-69
87	-46
91	-30
98	-15
100	3
107	22
110	39
114	54
117	71
129	86
132	106
137	131
137	145
140	154
152	173
151	190
155	199
154	210
155	230
159	241
164	250
179	267
185	280
188	304
191	323
204	342
207	362
200	365
215	385
222	403
224	414
230	431
223	442
224	456
232	476
225	486
225	494
234	505
237	518
243	535
240	547
245	554
240	568
238	587
241	598
232	611
232	625
229	631
229	648
234	659
239	663
246	683
243	693
245	708
245	715
249	718
251	728
249	737
255	745
253	746
255	748
257	755
258	767
259	770
258	772
259	779
258	780
255	788
253	794
257	792
259	789
256	788
256	789
257	788
254	782
250	776
254	773
259	757
253	746
254	737
258	727
252	715
245	693
244	673
241	657
232	634
227	608
217	588
206	558
207	524
203	490
188	454
183	414
174	371
168	333
163	290
146	243
132	201
125	167
123	130
115	99
93	62
93	17
87	-15
66	-48
55	-79
40	-108
24	-135
13	-159
6	-189
-7	-220
-22	-247
-41	-270
-53	-296
-63	-325
-78	-344
-92	-374
-101	-401
-102	-420
-116	-453
-131	-476
-132	-493
-140	-517
-155	-541
-165	-559
-176	-583
-182	-614
-187	-630
-203	-650
-212	-674
-215	-695
-225	-713
-232	-734
-232	-746
-238	-762
-247	-783
-251	-796
-255	-822
-260	-836
-263	-847
-270	-870
-279	-882
-283	-896
-287	-912
-295	-921
-302	-929
-302	-937
-310	-943
-319	-951
-313	-961
-325	-972
-332	-979
-330	-981
-333	-984
-339	-984
-344	-987
-340	-979
-341	-970
-344	-965
-346	-949
-339	-935
-339	-924
-341	-907
-332	-894
-330	-880
-319	-868
-308	-850
-304	-825
-302	-813
-300	-792
-291	-768
-286	-753
-281	-727
-280	-701
-272	-677
-262	-646
-257	-621
-241	-597
-229	-567
-223	-538
-216	-508
-200	-486
-177	-456
-165	-427
-151	-400
-143	-368
-135	-344
-115	-313
-102	-295
-81	-268
-69	-246
-62	-222
-47	-180
-33	-161
-26	-137
-13	-110
2	-94
14	-70
25	-57
36	-40
44	-15
51	-5
62	17
75	38
80	59
85	80
97	90
104	109
108	127
123	137
128	149
126	164
128	177
138	191
136	204
135	220
152	235
151	248
152	262
167	283
170	301
168	312
179	332
179	350
183	370
196	389
201	417
204	437
206	463
207	495
202	512
212	533
226	550
240	575
235	600
239	626
255	653
253	683
265	703
261	709
265	733
277	748
277	754
285	774
293	781
299	787
304	803
314	810
315	813
324	821
337	833
339	849
337	857
357	861
361	870
341	877
365	884
373	892
365	906
368	913
364	919
359	930
360	939
357	944
352	949
379	963
367	967
361	974
380	980
370	979
379	991
376	998
367	1000
370	1006
375	1009
372	1011
372	1014
378	1017
371	1014
367	1015
363	1014
371	1013
370	1013
365	1014
371	1007
366	998
364	989
360	975
355	961
351	942
340	932
329	921
326	907
308	893
301	869
289	849
262	828
262	794
266	760
266	727
249	686
239	642
228	591
199	542
187	497
176	445
160	398
148	360
134	320
116	285
100	244
87	208
76	174
59	133
51	100
34	63
8	37
15	-4
-6	-39
-15	-67
-25	-107
-47	-124
-46	-152
-65	-179
-81	-207
-92	-241
-97	-264
-108	-293
-127	-318
-134	-342
-139	-368
-148	-386
-166	-409
-178	-439
-186	-466
-190	-487
-207	-507
-219	-527
-225	-544
-240	-565
-252	-582
-267	-597
-270	-623
-275	-641
-282	-648
-286	-670
-293	-680
-304	-693
-305	-716
-306	-721
-318	-742
-324	-755
-338	-757
-340	-771
-343	-779
-355	-782
-361	-788
-364	-796
-365	-807
-383	-822
-386	-834
-389	-837
-395	-847
-404	-859
-416	-860
-413	-863
-419	-875
-422	-886
-424	-895
-422	-903
-417	-904
-424	-906
-418	-912
-423	-906
-419	-905
-427	-908
-431	-897
-424	-895
-432	-890
-425	-879
-426	-864
-414	-849
-403	-832
-401	-814
-393	-796
-387	-785
-377	-767
-376	-747
-365	-726
-355	-704
-350	-692
-337	-666
-323	-642
-303	-622
-296	-600
-288	-578
-274	-547
-270	-531
-256	-508
-240	-478
-234	-456
-223	-428
-210	-408
-201	-382
-187	-361
-177	-345
-172	-320
-163	-304
-149	-282
-134	-253
